timestamps,TP9,AF7,AF8,TP10,marker
1664554123.961,12.695,-37.109,-73.730,163.574,0
1664554123.965,-9.766,-37.109,-62.012,149.902,0
1664554123.969,28.320,-46.387,-51.270,223.145,0
1664554123.972,24.414,-55.664,-48.828,256.836,0
1664554123.976,-54.688,-43.945,-76.172,175.293,0
1664554123.980,-117.676,-33.203,-75.195,117.188,0
1664554123.984,-93.262,-38.086,-57.617,188.477,0
1664554123.988,-94.727,-41.016,-66.895,224.609,0
1664554123.989,-145.996,-35.156,-71.777,176.270,0
1664554123.993,-213.867,-38.574,-57.617,130.859,0
1664554123.997,-226.074,-43.457,-54.199,164.551,0
1664554124.001,-222.656,-37.598,-61.035,204.102,0
1664554124.005,-255.371,-32.715,-57.129,189.941,0
1664554124.009,-322.266,-33.691,-47.363,148.438,0
1664554124.013,-351.074,-39.551,-37.109,173.340,0
1664554124.016,-363.770,-34.180,-63.477,203.125,0
1664554124.020,-398.926,-23.926,-79.590,187.988,0
1664554124.024,-454.590,-32.715,-56.641,157.227,0
1664554124.028,-523.438,-41.504,-60.547,119.141,0
1664554124.032,-531.738,-35.156,-73.242,154.297,0
1664554124.034,-541.992,-26.855,-68.359,178.711,0
1664554124.038,-576.660,-28.320,-52.734,152.832,0
1664554124.042,-647.461,-37.109,-49.805,102.539,0
1664554124.046,-672.363,-32.715,-65.430,121.094,0
1664554124.050,-668.945,-28.320,-62.500,150.879,0
1664554124.054,-684.082,-36.133,-36.133,147.461,0
1664554124.058,-751.465,-46.875,-32.227,88.867,0
1664554124.061,-787.598,-41.992,-67.871,62.988,0
1664554124.065,-758.789,-28.320,-73.242,105.957,0
1664554124.069,-749.023,-33.203,-56.152,110.840,0
1664554124.073,-801.758,-39.551,-63.965,34.180,0
1664554124.077,-823.730,-35.156,-69.824,20.020,0
1664554124.094,-773.926,-35.645,-54.688,103.516,0
1664554124.098,-770.020,-41.992,-55.176,100.098,0
1664554124.102,-819.824,-46.387,-61.523,25.879,0
1664554124.106,-855.469,-42.969,-60.547,-7.324,0
